"Dragon, Very Young Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",4,Medium
"Dragon, Very Young Tarterian (Planar)",Dr,189,Dragon (Extraplanar),6,Large
"Dragon, Very Young Topaz",MM2,85,Dragon (Water),4,
"Dragon, Very Young White",MM,77,Dragon (Cold),3,
"Dragon, Wyrm Amethyst",MM2,79,Dragon (Earth),23,
"Dragon, Wyrm Battle (Planar)",Dr,176,Dragon (Extraplanar),20,Huge
"Dragon, Wyrm Black",MM,70,Dragon (Water),20,
"Dragon, Wyrm Blue",MM,72,Dragon (Earth),23,
"Dragon, Wyrm Brass",MM,79,Dragon (Fire),21,
"Dragon, Wyrm Bronze",MM,80,Dragon (Water),23,
"Dragon, Wyrm Brown",Mon,38,Dragon (Earth),22,
"Dragon, Wyrm Chaos (Planar)",Dr,177,"Dragon (Chaotic, Extraplanar)",20,Gargantuan
"Dragon, Wyrm Copper",MM,82,Dragon (Earth),23,
"Dragon, Wyrm Crystal",MM2,81,Dragon (Air),21,
"Dragon, Wyrm Deep",Mon,40,Dragon (Earth),22,
"Dragon, Wyrm Emerald",MM2,82,Dragon (Air),22,
"Dragon, Wyrm Ethereal (Planar)",Dr,179,Dragon (Extraplanar),18,Gargantuan
"Dragon, Wyrm Fang",Dr,159,Dragon,19,Gargantuan
"Dragon, Wyrm Gold",MM,84,Dragon (Fire),25,
"Dragon, Wyrm Green",MM,74,Dragon (Air),22,
"Dragon, Wyrm Howling (Planar)",Dr,180,Dragon (Extraplanar),22,Colossal
"Dragon, Wyrm Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",22,
"Dragon, Wyrm Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",21,Gargantuan
"Dragon, Wyrm Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),21,Gargantuan
"Dragon, Wyrm Radiant (Planar)",Dr,185,Dragon (Extraplanar),22,Colossal
"Dragon, Wyrm Rattelyr",ShS,63,Dragon (Fire),19,
"Dragon, Wyrm Red",MM,75,Dragon (Fire),24,
"Dragon, Wyrm Rust (Planar)",Dr,186,Dragon (Extraplanar),20,Gargantuan
"Dragon, Wyrm Sand",Sa,152,Dragon (Earth),24,
"Dragon, Wyrm Sapphire",MM2,84,Dragon (Earth),22,
"Dragon, Wyrm Shadow",Dr,191,Dragon,22,Gargantuan
"Dragon, Wyrm Silver",MM,86,Dragon (Cold),24,
"Dragon, Wyrm Song",Mon,44,Dragon (Electricity),22,
"Dragon, Wyrm Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",20,Gargantuan
"Dragon, Wyrm Tarterian (Planar)",Dr,189,Dragon (Extraplanar),22,Colossal
"Dragon, Wyrm Topaz",MM2,85,Dragon (Water),23,
"Dragon, Wyrm White",MM,77,Dragon (Cold),19,
"Dragon, Wyrmling Amethyst",MM2,79,Dragon (Earth),3,
"Dragon, Wyrmling Battle (Planar)",Dr,176,Dragon (Extraplanar),3,Tiny
"Dragon, Wyrmling Black",MM,70,Dragon (Water),3,
"Dragon, Wyrmling Blue",MM,72,Dragon (Earth),3,
"Dragon, Wyrmling Brass",MM,79,Dragon (Fire),3,
"Dragon, Wyrmling Bronze",MM,80,Dragon (Water),3,
"Dragon, Wyrmling Brown",Mon,38,Dragon (Earth),2,
"Dragon, Wyrmling Chaos (Planar)",Dr,177,"Dragon (Chaotic, Extraplanar)",3,Small
"Dragon, Wyrmling Copper",MM,82,Dragon (Earth),3,
"Dragon, Wyrmling Crystal",MM2,81,Dragon (Air),2,
"Dragon, Wyrmling Deep",Mon,40,Dragon (Earth),2,
"Dragon, Wyrmling Emerald",MM2,82,Dragon (Air),2,
"Dragon, Wyrmling Ethereal (Planar)",Dr,179,Dragon (Extraplanar),3,Tiny
"Dragon, Wyrmling Fang",Dr,159,Dragon,2,Tiny
"Dragon, Wyrmling Gold",MM,84,Dragon (Fire),5,
"Dragon, Wyrmling Green",MM,74,Dragon (Air),3,
"Dragon, Wyrmling Howling (Planar)",Dr,180,Dragon (Extraplanar),5,Medium
"Dragon, Wyrmling Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",4,
"Dragon, Wyrmling Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",4,Small
"Dragon, Wyrmling Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),4,Medium
"Dragon, Wyrmling Radiant (Planar)",Dr,185,Dragon (Extraplanar),5,Medium
"Dragon, Wyrmling Rattelyr",ShS,63,Dragon (Fire),2,
"Dragon, Wyrmling Red",MM,75,Dragon (Fire),4,
"Dragon, Wyrmling Rust (Planar)",Dr,186,Dragon (Extraplanar),3,Small
"Dragon, Wyrmling Sand",Sa,152,Dragon (Earth),2,
"Dragon, Wyrmling Sapphire",MM2,84,Dragon (Earth),2,
"Dragon, Wyrmling Shadow",Dr,191,Dragon,3,Tiny
"Dragon, Wyrmling Silver",MM,86,Dragon (Cold),4,
"Dragon, Wyrmling Song",Mon,44,Dragon (Electricity),2,
"Dragon, Wyrmling Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",3,Small
"Dragon, Wyrmling Tarterian (Planar)",Dr,189,Dragon (Extraplanar),5,Medium
"Dragon, Wyrmling Topaz",MM2,85,Dragon (Water),3,
"Dragon, Wyrmling White",MM,77,Dragon (Cold),2,
"Dragon, Young Adult Amethyst",MM2,79,Dragon (Earth),11,
"Dragon, Young Adult Battle (Planar)",Dr,176,Dragon (Extraplanar),10,Large
"Dragon, Young Adult Black",MM,70,Dragon (Water),9,
"Dragon, Young Adult Blue",MM,72,Dragon (Earth),11,
"Dragon, Young Adult Brass",MM,79,Dragon (Fire),10,
"Dragon, Young Adult Bronze",MM,80,Dragon (Water),12,
"Dragon, Young Adult Brown",Mon,38,Dragon (Earth),10,
"Dragon, Young Adult Chaos (Planar)",Dr,177,"Dragon (Chaotic, Extraplanar)",11,Large
"Dragon, Young Adult Copper",MM,82,Dragon (Earth),11,
"Dragon, Young Adult Crystal",MM2,81,Dragon (Air),10,
"Dragon, Young Adult Deep",Mon,40,Dragon (Earth),11,
"Dragon, Young Adult Emerald",MM2,82,Dragon (Air),11,
"Dragon, Young Adult Ethereal (Planar)",Dr,179,Dragon (Extraplanar),9,Large
"Dragon, Young Adult Fang",Dr,159,Dragon,8,Large
"Dragon, Young Adult Gold",MM,84,Dragon (Fire),14,
"Dragon, Young Adult Green",MM,74,Dragon (Air),11,
"Dragon, Young Adult Howling (Planar)",Dr,180,Dragon (Extraplanar),13,Huge
"Dragon, Young Adult Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",11,
"Dragon, Young Adult Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",12,Large
"Dragon, Young Adult Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),12,Huge
"Dragon, Young Adult Radiant (Planar)",Dr,185,Dragon (Extraplanar),13,Huge
"Dragon, Young Adult Rattelyr",ShS,63,Dragon (Fire),8,
"Dragon, Young Adult Red",MM,75,Dragon (Fire),13,
"Dragon, Young Adult Rust (Planar)",Dr,186,Dragon (Extraplanar),11,Large
"Dragon, Young Adult Sand",Sa,152,Dragon (Earth),9,
"Dragon, Young Adult Sapphire",MM2,84,Dragon (Earth),10,
"Dragon, Young Adult Shadow",Dr,191,Dragon,11,Medium
"Dragon, Young Adult Silver",MM,86,Dragon (Cold),13,
"Dragon, Young Adult Song",Mon,44,Dragon (Electricity),10,
"Dragon, Young Adult Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",10,Large
"Dragon, Young Adult Tarterian (Planar)",Dr,189,Dragon (Extraplanar),13,Huge
"Dragon, Young Adult Topaz",MM2,85,Dragon (Water),12,
"Dragon, Young Adult White",MM,77,Dragon (Cold),8,
"Dragon, Young Amethyst",MM2,79,Dragon (Earth),6,
"Dragon, Young Battle (Planar)",Dr,176,Dragon (Extraplanar),6,Medium
"Dragon, Young Black",MM,70,Dragon (Water),5,
"Dragon, Young Blue",MM,72,Dragon (Earth),6,
"Dragon, Young Brass",MM,79,Dragon (Fire),6,
"Dragon, Young Bronze",MM,80,Dragon (Water),7,
"Dragon, Young Brown",Mon,38,Dragon (Earth),5,
"Dragon, Young Chaos (Planar)",Dr,177,"Dragon (Chaotic, Extraplanar)",6,Medium
"Dragon, Young Copper",MM,82,Dragon (Earth),7,
"Dragon, Young Crystal",MM2,81,Dragon (Air),4,
"Dragon, Young Deep",Mon,40,Dragon (Earth),6,
"Dragon, Young Emerald",MM2,82,Dragon (Air),6,
"Dragon, Young Ethereal (Planar)",Dr,179,Dragon (Extraplanar),6,Medium
"Dragon, Young Fang",Dr,159,Dragon,4,Medium
"Dragon, Young Gold",MM,84,Dragon (Fire),9,
"Dragon, Young Green",MM,74,Dragon (Air),5,
"Dragon, Young Howling (Planar)",Dr,180,Dragon (Extraplanar),8,Large
"Dragon, Young Incarnum",MoI,172,"Dragon (Extraplanar, Incarnum)",7,
"Dragon, Young Oceanus (Planar)",Dr,181,"Dragon (Aquatic, Extraplanar)",6,Medium
"Dragon, Young Pyroclastic (Planar)",Dr,182,Dragon (Extraplanar),6,Large
"Dragon, Young Radiant (Planar)",Dr,185,Dragon (Extraplanar),8,Large
"Dragon, Young Rattelyr",ShS,63,Dragon (Fire),4,
"Dragon, Young Red",MM,75,Dragon (Fire),7,
"Dragon, Young Rust (Planar)",Dr,186,Dragon (Extraplanar),6,Medium
"Dragon, Young Sand",Sa,152,Dragon (Earth),5,
"Dragon, Young Sapphire",MM2,84,Dragon (Earth),6,
"Dragon, Young Shadow",Dr,191,Dragon,6,Small
"Dragon, Young Silver",MM,86,Dragon (Cold),7,
"Dragon, Young Song",Mon,44,Dragon (Electricity),6,
"Dragon, Young Styx (Planar)",Dr,187,"Dragon (Aquatic, Extraplanar)",6,Medium
"Dragon, Young Tarterian (Planar)",Dr,189,Dragon (Extraplanar),8,Large
"Dragon, Young Topaz",MM2,85,Dragon (Water),6,
"Dragon, Young White",MM,77,Dragon (Cold),4,
"Dragon, Zombie Young Adult Whitye",Dr,198,Undead,5,Large
"Dragonfly, Giant",AE,90,Vermin,1,Large
Dragonkin,Dr,150,Monstrous Humanoid (Reptillian),3,Large
Dragonne,MM,89,Magical Beast,7,Large
Dragonnel,Dr,150,Dragon,4,Large
"Drake, Abyssal",Dr,145,"Outsider (Chaotic, Evil, Extraplanar, Fire)",9,Huge
"Drake, Air",Dr,152,Dragon (Air),6,Large
"Drake, Earth",Dr,153,Dragon (Earth),11,Large
"Drake, Fire",Dr,154,Dragon (Fire),10,Large
"Drake, Ice",Dr,154,"Dragon (Air, Cold, Water)",7,Large
"Drake, Magma",Dr,155,"Dragon (Earth, Fire)",13,Large
"Drake, Ooze",Dr,156,"Dragon (Aquatic, Earth, Water)",12,Large
"Drake, Sea",FF,147,Dragon (Aquatic),15,Gargantuan
"Drake, Smoke",Dr,157,"Dragon (Air, Fire)",9,Large
"Drake, Stone",RS,189,Dragon (Earth),4,Medium
"Drake, Storm",Dr,194,Dragon (Air),17,Gargantuan
"Drake, Water",Dr,157,"Dragon (Aquatic, Water)",8,Large
Drakkensteed,DM,113,Animal (Dragonblood),3,Large
Draudnu,MM5,24,"Outsider (Chaotic, Evil, Extraplanar, Obyrith)",10,Medium
Dread,LE,169,Undead,2,Small
Dread Guard,MM2,87,Construct,2,Medium
Dread Ram,Gh,160,Undead,3,Large
Dread Warrior,Mon,46,Undead,3,Medium
Dread Wraith,MM,258,Undead (Incorporeal),11,Large
Dreadful Lasher,MM4,193,"Outsider (Evil, Extraplanar, Yugoloth)",9,Huge
Dream Serpent,SX,76,Magical Beast,6,Large
Dream Vestige,LM,96,Undead (Incorporeal),16,Huge
Dretch (Demon),MM,42,"Outsider (Chaotic, Extraplanar, Evil, Tanar'ri)",2,Small
Drider,MM,89,Aberration,7,Large
Drider Vampire,CSQ,118,Undead,9,Large
Dromite,XPH,194,Monstrous Humanoid (Psionic),1/2,Small
Drow Priestess,MM4,57,Humanoid (Elf),9,Medium
Drowned,MM3,46,Undead,8,Medium
Dryad,MM,90,Fey,3,Medium
Du'ulora Quori,SoS,153,"Outsider (Evil, Extraplanar, Lawful, Psionic, Quori)",11,Large
Dune Stalker,MM2,88,"Outsider (Earth, Evil)",9,Medium
Dunewinder,Sa,159,Magical Beast,10,Huge
"Dusk Beast, Ephemera",MP,169,Outsider,3,Medium
Dust Twister,Sa,162,"Elemental (Air, Extraplanar)",3,Medium
Dustblight,Sa,160,Aberration,3,Medium
Dwarf Ancestor,MM4,52,Outsider (Native),6,Large
Dwarf Einherjar,DD,199,Outsider (Quasi-Deity),20,Small
"Dwarf, Duergar",MM,92,Humanoid (Dwarf),1,Medium
"Dwarf, Duergar Psionic",XPH,195,"Humanoid (Dwarf, Psionic)",1,Medium
"Dwarf, Glacier",Fr,122,Humanoid (Dwarf),1,Medium
"Dwarf, Glacier Snow Hunter",Fr,123,Humanoid (Dwarf),2,Medium
"Dwarf, Midgard",Fr,124,Outsider (Native),5,Small
Dweomervore,CSW,134,Dragon,7,Small
Dybbuk,FCI,36,"Outsider (Chaotic, Evil, Extraplanar, Incorporeal, Loumara)",8,Medium
Eagle,MM,272,Animal,1/2,Small
"Eagle, Dire",RS,186,Animal,3,Large
"Eagle, Giant",MM,93,Magical Beast,3,Large
"Eagle, Legendary",MM2,137,Animal,6,Small
Earth Glider,Und,84,"Outsider (Earth, Extraplanar, Evil)",12,Large
Earth Whisper,RS,187,"Elemental (Earth, Extraplanar, Incorporeal)",5,Medium
"Ecalypse, Ephemera",MP,170,Outsider,9,Large
Ectoplasmic Swarm,CP,129,"Magical Beast (Psionic, Swarm)",5,Diminutive
"Ectoplasmic Vermin, Medium",Gh,161,Vermin,1,Medium
"Ectoplasmic Vermin, Small",Gh,161,Vermin,1/2,Small
"Ectoplasmic Vermin, Tiny",Gh,161,Vermin,1/3,Tiny
Eel,Sto,166,Animal (Aquatic),1/2,Medium
"Eel, Dire",Sto,148,Animal (Aquatic),3,Large
Effigy,MM2,89,"Undead (Fire, Incorporeal)",17,Medium
Efreeti,MM,115,"Outsider (Extraplanar, Fire)",8,Large
"Eidolon, Elder",LoM,146,Construct,15,Gargantuan
Ekolid,FCI,38,"Outsider (Chaotic, Evil, Extraplanar, Obyrith)",4,Small
"Eladrin, Bralani",MM,93,"Outsider (Chaotic, Eladrin, Extraplanar, Good)",6,Medium
"Eladrin, Coure",BE,168,"Outsider (Chaotic, Eladrin, Extraplanar, Good)",2,Tiny
"Eladrin, Firre",BE,169,"Outsider (Chaotic, Eladrin, Extraplanar, Good)",10,Medium
"Eladrin, Ghaele",MM,94,"Outsider (Chaotic, Eladrin, Extraplanar, Good)",13,Medium
"Eladrin, Shiradi",BE,170,"Outsider (Chaotic, Eladrin, Extraplanar, Good)",14,Large
"Eladrin, Tulani",BE,171,"Outsider (Chaotic, Eladrin, Extraplanar, Good)",18,Medium
Elan,XPH,196,Aberration (Psionic),1/2,Medium
Elder Brain,LoM,144,Aberration,25,Large
"Elder Brain, Psionic",LoM,145,Aberration (Psionic),25,Large
Elder Spawn of Juiblex,MM5,163,"Elemental (Extraplanar, Water)",14,Gargantuan
"Elemental Steward, Arctine",CP,130,"Elemental (Cold, Extraplanar, Psionic, Water)",2,Small
"Elemental Steward, Emberling",CP,130,"Elemental (Extraplanar, Fire, Psionic)",2,Small
"Elemental Steward, Geodite",CP,131,"Elemental (Earth, Extraplanar, Psionic)",2,Small
"Elemental Steward, Tempestan",CP,132,"Elemental (Air, Extraplanar, Psionic)",2,Small
"Elemental Weird, Ice",Fr,126,"Elemental (Cold, Extraplanar, Water)",15,Large
"Elemental Weird, Snow",Fr,127,"Elemental (Air, Cold, Extraplanar)",15,Large
"Elemental, Air Primal",EL,187,Elemental (Air),35,Colossal
"Elemental, Earth Primal",EL,187,Elemental (Earth),35,Colossal
"Elemental, Elder Air",MM,95,"Elemental (Air, Extraplanar)",11,Huge
"Elemental, Elder Earth",MM,98,Elemental (Earth),11,Huge
"Elemental, Elder Fire",MM,98,"Elemental (Fire, Extraplanar)",11,Huge
"Elemental, Elder Shadow",TM,166,"Elemental (Extraplanar, Shadow)",13,Huge
"Elemental, Elder Storm",MM3,48,"Elemental (Air, Extraplanar)",12,Huge
"Elemental, Elder Water",MM,98,"Elemental (Extraplanar, Water)",11,Huge
"Elemental, Fire Primal",EL,187,Elemental (Fire),35,Colossal
"Elemental, Greater Air",MM,95,"Elemental (Air, Extraplanar)",9,Huge
"Elemental, Greater Earth",MM,98,Elemental (Earth),9,Huge
"Elemental, Greater Fire",MM,98,"Elemental (Fire, Extraplanar)",9,Huge
"Elemental, Greater Shadow",TM,166,"Elemental (Extraplanar, Shadow)",11,Huge
"Elemental, Greater Storm",MM3,48,"Elemental (Air, Extraplanar)",10,Huge
"Elemental, Greater Water",MM,98,"Elemental (Extraplanar, Water)",9,Huge
"Elemental, Huge Air",MM,95,"Elemental (Air, Extraplanar)",7,Huge
"Elemental, Huge Earth",MM,98,Elemental (Earth),7,Huge
"Elemental, Huge Fire",MM,98,"Elemental (Fire, Extraplanar)",7,Huge
"Elemental, Huge Shadow",TM,166,"Elemental (Extraplanar, Shadow)",9,Huge
"Elemental, Huge Storm",MM3,48,"Elemental (Air, Extraplanar)",8,Huge
"Elemental, Huge Water",MM,98,"Elemental (Extraplanar, Water)",7,Huge
"Elemental, Large Air",MM,95,"Elemental (Air, Extraplanar)",5,Large
"Elemental, Large Earth",MM,98,Elemental (Earth),5,Large
"Elemental, Large Fire",MM,98,"Elemental (Fire, Extraplanar)",5,Large
"Elemental, Large Shadow",TM,165,"Elemental (Extraplanar, Incorporeal)",7,Large
"Elemental, Large Storm",MM3,48,"Elemental (Air, Extraplanar)",6,Large
"Elemental, Large Water",MM,98,"Elemental (Extraplanar, Water)",5,Large
"Elemental, Medium Air",MM,95,"Elemental (Air, Extraplanar)",3,Medium
"Elemental, Medium Earth",MM,98,Elemental (Earth),3,Medium
"Elemental, Medium Fire",MM,98,"Elemental (Fire, Extraplanar)",3,Medium
"Elemental, Medium Shadow",TM,165,"Elemental (Extraplanar, Incorporeal)",4,Medium
"Elemental, Medium Storm",MM3,48,"Elemental (Air, Extraplanar)",4,Medium
"Elemental, Medium Water",MM,98,"Elemental (Extraplanar, Water)",3,Medium
"Elemental, Primal",EL,186,Elemental,35,Colossal
"Elemental, Small Air",MM,95,"Elemental (Air, Extraplanar)",1,Small
"Elemental, Small Earth",MM,98,Elemental (Earth),1,Small
"Elemental, Small Fire",MM,98,"Elemental (Fire, Extraplanar)",1,Small
"Elemental, Small Shadow",TM,165,"Elemental (Extraplanar, Incorporeal)",2,Small
"Elemental, Small Storm",MM3,48,"Elemental (Air, Extraplanar)",2,Small
"Elemental, Small Water",MM,98,"Elemental (Extraplanar, Water)",1,Small
"Elemental, Water Primal",EL,187,Elemental (Water),35,Colossal
Elephant,MM,272,Animal,7,Huge
"Elephant, Dire",MM2,75,Animal,10,Gargantuan
"Elf, Aquatic",Sto,148,"Humanoid (Elf, Aquatic)",1/2,Medium
"Elf, Aquatic Dolphin Rider",Sto,148,"Humanoid (Elf, Aquatic)",3,Medium
"Elf, Einherjar",DD,199,Outsider (Quasi-Deity),20,Medium
Elite Demon War Mount,MM3,106,"Magical Beast (Chaotic, Extraplanar)",16,Huge
Elk,SM,119,Animal,1,Large
"Elk, Dire",MM2,75,Animal,7,Huge
Elsewhale,PlH,117,Magical Beast (Extraplanar),7,Gargantuan
"Eltab, Lord of the Hidden Layer",CR,133,"Outsider (Chaotic, Extraplanar, Evil)",28,Large
Elven Hound,RW,189,Magical Beast,1,Medium
Elysian Thrush,PlH,118,"Magical Beast (Extraplanar, Good)",1/4,Tiny
Ember Guard,MM5,52,"Outsider (Evil, Extraplanar, Fire, Lawful)",13,Huge
"Energon, Xac-Yel",PlH,119,"Outsider (Extraplanar, Fire, Incorporeal)",5,Medium
"Energon, Xac-Yij",PlH,120,"Outsider (Extraplanar, Incorporeal)",5,Medium
"Energon, Xag-Ya",MP,169,Outsider (Incorporeal),4,Medium
"Energon, Xap-Yaup",PlH,121,"Outsider (Extraplanar, Incorporeal)",5,Medium
"Energon, Xeg-Yi",MP,169,Outsider (Incorporeal),5,Medium
"Energon, Xong-Yong",PlH,121,"Outsider (Extraplanar, Incorporeal)",5,Medium
"Energon, Xor-Yost",PlH,122,"Outsider (Cold, Extraplanar, Incorporeal)",5,Medium
Entombed,Fr,128,Undead (Cold),10,Large
Entomber,LM,97,Undead,5,Medium
Entropic Reaper,LM,98,"Undead (Extraplanar, Chaotic)",12,Medium
Envoy of Lolth,EDP,202,"Outsider (Chaotic, Evil, Extraplanar)",12,Large
Ephemeral Hangman,TM,161,Aberration (Extraplanar),7,Large
Equiceph,MH,61,Monstrous Humanoid,3,Large
"Equine, Amphail Gray",CV,154,Animal,1,Large
"Equine, Calimite",CV,154,Animal,1,Large
"Equine, Chionthar",CV,154,Animal,1,Large
"Equine, Cormyrean Destrier",CV,154,Animal,2,Large
"Equine, Dales Pony",CV,154,Animal,1/4,Medium
"Equine, Dambraii",CV,155,Animal,1,Large
"Equine, Hammer Pony",CV,155,Animal,1/2,Medium
"Equine, Island Pony",CV,155,Animal,1/4,Medium
"Equine, Kromlor",CV,155,Animal,1,Large
"Equine, Lhesperan",CV,155,Animal,1,Large
"Equine, Meth",CV,155,Animal,1,Large
"Equine, Nars",CV,156,Animal,1,Large
"Equine, Raurin",CV,156,Animal,1,Large
"Equine, Semphari",CV,156,Animal,1,Large
"Equine, Shaaran Zebra",CV,156,Animal,1,Large
"Equine, Shad'iar",CV,156,Animal,1,Large
"Equine, Sosser",CV,156,Animal,1,Large
"Equine, Steppe",CV,157,Animal,1,Large
"Equine, Tharurr",CV,157,Animal,2,Large
"Equine, Uglib",CV,157,Animal,1/3,Medium
"Equine, Whiteshield",CV,157,Animal,1/2,Medium
Erinyes (Devil),MM,54,"Outsider (Baatezu, Evil, Extraplanar, Lawful)",8,Medium
Essence Reaver,SoS,147,Aberration,9,Large
Ether Scarab,MM2,94,Outsider,1,Tiny
Ethereal Defiler,MM5,54,Aberration (Extraplanar),16,Large
Ethereal Doppleganger,MM2,94,Shapechanger,15,Medium
Ethereal Filcher,MM,104,Aberration,3,Medium
Ethereal Marauder,MM,105,Magical Beast (Extraplanar),3,Medium
Ethereal Slayer,MM2,96,"Outsider (Chaotic, Evil)",12,Medium
"Ethergaunt, Black",FF,65,Aberration (Extraplanar),17,Medium
"Ethergaunt, Red",FF,66,Aberration (Extraplanar),9,Medium
"Ethergaunt, White",FF,67,Aberration (Extraplanar),13,Medium
Ettercap,MM,106,Aberration,3,Medium
Ettin,MM,106,Giant,6,Large
Eye of Fear and Flame,BV,177,Undead,8,Medium
Faerunian Ha-Naga,SK,75,Aberration,22,Colossal
Famine Spirit,MM2,96,Undead,19,Medium
Fang Golem,MM4,72,Construct,6,Large
Farastu (Demodand),FF,42,"Outsider (Evil, Extraplanar)",11,Medium
Faun,DD,133,Fey,1/2,Medium
"Felldrake, Crested",MM2,98,Dragon,1,Small
"Felldrake, Horned",MM2,98,Dragon,3,Medium
"Felldrake, Spiked",Dr,160,Dragon,4,Large
"Felldrake, Spitting",MM2,98,Dragon,2,Medium
Fensir,FF,68,Giant (Extraplanar),5,Large
Feral Spirit,Sh,178,Undead (Swarm),6,Tiny
Feral Yowler,MM3,51,Magical Beast,5,Medium
Fetch,DCS,223,"Outsider (Chaotic, Evil, Extraplanar)",6,Medium
Fetid Fungus,MM5,56,Plant,1,Medium
Fey'ri,Mon,72,Outsider,2,Medium
Feytouched,FF,71,Fey,1/2,Medium
Fhorge,FF,72,Animal (Extraplanar),9,Large
Fiendish Cleric of Yeenoghu,MM4,67,Humanoid,4,Medium
Fiendwurm,MM2,99,Magical Beast,28,Gargantuan
Fihyr,MM2,100,Aberration,3,Small
"Fihyr, Greater",MM2,100,Aberration,15,Medium
Firbolg,MM2,101,Giant,12,Large
Fire Spider Swarm,SSL,155,"Magical Beast (Extraplanar, Evil, Fire, Swarm)",9,
"Firefly, Giant",AE,91,Vermin,1/2,Large
Firenewt,Mon,48,"Monstrous Humanoid (Fire, Reptilian)",1,Medium
Fireshadow,DCS,225,"Undead (Chaos, Evil, Extraplanar)",10,Huge
"Firre, Celestial (Eladrin)",MP,162,"Outsider (Chaotic, Good)",10,Medium
"Flame Snake, Greater",FF,75,Magical Beast (Fire),16,Huge
"Flame Snake, Lesser",FF,74,Magical Beast (Fire),7,Medium
"Flame Snake, Minor",FF,73,Magical Beast (Fire),1,Small
Flameskull,LE,171,Undead,4,Tiny
Flesh Jelly,MM2,104,Ooze,19,Gargantuan
Folugub,XPH,197,Aberration,2,Medium
Fomorian,MM2,105,Giant,11,Huge
Footpad Lizard,DrU,133,Animal,4,Large
Force Golem,MM5,68,Construct,4,Large
Forest Haunt,MM5,80,Undead (Incorporeal),10,Huge
Forest Sloth,MM2,106,Beast,11,Large
Forgewraith,Sh,179,"Undead (Fire, Incorporeal)",9,Medium
Forlorn Husk,Sa,163,Undead,4,Medium
Formian Myrmarch,MM,110,"Outsider (Lawful, Extraplanar)",10,Large
Formian Queen,MM,110,"Outsider (Lawful, Extraplanar)",17,Large
Formian Taskmaster,MM,109,"Outsider (Lawful, Extraplanar)",7,Medium
Formian Warrior,MM,109,"Outsider (Lawful, Extraplanar)",3,Medium
Formian Worker,MM,109,"Outsider (Lawful, Extraplanar)",1/2,Small
"Formian, Armadon",FF,76,"Outsider (Extraplanar, Lawful)",8,Large
"Formian, Observer",FF,76,"Outsider (Extraplanar, Lawful)",11,Medium
"Formian, Winged Warrior",FF,78,"Outsider (Extraplanar, Lawful)",6,Medium
Forsaken Shell,LM,100,Undead,6,Medium
Fossergrim,FF,79,Fey (Aquatic),5,Medium
Foulwing,LE,172,Aberration,5,Huge
"Fox, Arctic",Fr,165,Animal,1/4,Small
"Frog, Giant",RT,158,Magical Beast,3,Medium
Frost Folk,Fr,130,Monstrous Humanoid (Cold),2,Medium
Frost Giant Jarl,MM,123,Giant (Cold),17,Large
"Frost Giant, Jotunheim",DD,200,Outsider (Evil),20,Gargantuan
Frost Salamander,MM2,107,Magical Beast (Cold),7,Medium
Frost Worm,MM,111,Magical Beast (Cold),12,Huge
Frostwind Virago,MM5,58,Fey,16,Medium
Gadacro,MM5,26,"Outsider (Chaotic, Evil, Extraplanar, Tanar'ri)",3,Small
Galeb Duhr,MM2,107,"Elemental (Earth, Extraplanar)",9,Medium
Gambol,MM2,108,Magical Beast,5,Large
Garbler,TM,167,Aberration,8,Small
Gargoyle,MM,113,Monstrous Humanoid (Earth),4,Medium
"Gargoyle, Kir-Lanan",FRCS,312,Monstrous Humanoid,2,Medium
Garngrath,MM5,60,Magical Beast (Extraplanar),20,Colossal
Gas Spore,LoM,148,Plant,3,Large
Gaspar,PlH,124,Magical Beast (Extraplanar),10,Huge
Gathra,FF,80,Magical Beast (Extraplanar),10,Large
Gauntlet Guardian,CW,120,Construct,4,Small
Gelatinous Cube,MM,201,Ooze,3,Huge
Gem Scarab,MM5,62,Magical Beast,2,Small
"Genie, Dao",MP,173,"Outsider (Air, Evil)",7,Large
"Genie, Khayal",TM,162,Outsider (Extraplanar),6,Medium
"Genie, Marid",MP,173,"Outsider (Chaotic, Water)",9,Large
"Genie, Qorrashi",Fr,131,"Outsider (Cold, Extraplanar, Lawful)",6,Large
Genius Loci,EL,190,Ooze,30,Colossal
Geriviar,MM3,52,Giant,19,Huge
Ghargatula (Baatezu),BV,176,"Outsider (Baatezu, Evil, Lawful)",16,Medium
Ghast,MM,119,Undead,3,Medium
Ghaunadan,Mon,49,Shapechanger,5,Medium
"Ghirrash, Shadow Beast",MH,68,Outsider (Extraplanar),7,Large
